School.List,State,Year,ST.Total.Men,ST.Total.Women,ST.Total.AGI,ST.Total,percent_men,percent_women,percent_agi,men_change,women_change,agi_change
"SOUTH DAKOTA, UNIVERSITY OF",SOUTH DAKOTA,2023,44,40,0,84,52.38095238,47.61904762,0,-9.064830752,9.064830752,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,TEXAS,2017,227,228,0,455,49.89010989,50.10989011,0,NA,NA,NA
SOUTH TEXAS COLLEGE OF LAW HOUSTON,TEXAS,2018,215,263,0,478,44.9790795,55.0209205,0,-4.911030392,4.911030392,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,TEXAS,2019,222,265,0,487,45.58521561,54.41478439,0,0.606136108,-0.606136108,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,TEXAS,2020,228,282,0,510,44.70588235,55.29411765,0,-0.879333253,0.879333253,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,TEXAS,2021,246,267,0,513,47.95321637,52.04678363,0,3.247334021,-3.247334021,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,TEXAS,2022,248,301,0,550,45.09090909,54.72727273,0,-2.862307283,2.680489102,0
SOUTH TEXAS COLLEGE OF LAW HOUSTON,TEXAS,2023,221,327,0,551,40.10889292,59.34664247,0,-4.982016169,4.619369741,0
"SOUTHERN CALIFORNIA, UNIVERSITY OF",CALIFORNIA,2017,100,80,0,180,55.55555556,44.44444444,0,NA,NA,NA
"SOUTHERN CALIFORNIA, UNIVERSITY OF",CALIFORNIA,2018,83,98,0,181,45.85635359,54.14364641,0,-9.699201964,9.699201964,0
"SOUTHERN CALIFORNIA, UNIVERSITY OF",CALIFORNIA,2019,84,102,0,186,45.16129032,54.83870968,0,-0.695063269,0.695063269,0
"SOUTHERN CALIFORNIA, UNIVERSITY OF",CALIFORNIA,2020,71,108,0,179,39.66480447,60.33519553,0,-5.496485853,5.496485853,0
"SOUTHERN CALIFORNIA, UNIVERSITY OF",CALIFORNIA,2021,72,125,2,199,36.18090452,62.81407035,1.005025126,-3.483899947,2.478874821,1.005025126
"SOUTHERN CALIFORNIA, UNIVERSITY OF",CALIFORNIA,2022,72,141,0,213,33.8028169,66.1971831,0,-2.378087621,3.383112747,-1.005025126
"SOUTHERN CALIFORNIA, UNIVERSITY OF",CALIFORNIA,2023,69,93,0,162,42.59259259,57.40740741,0,8.789775691,-8.789775691,0
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,ILLINOIS,2017,56,56,0,112,50,50,0,NA,NA,NA
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,ILLINOIS,2018,39,36,0,75,52,48,0,2,-2,0
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,ILLINOIS,2019,38,48,0,86,44.18604651,55.81395349,0,-7.813953488,7.813953488,0
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,ILLINOIS,2020,51,41,0,92,55.43478261,44.56521739,0,11.2487361,-11.2487361,0
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,ILLINOIS,2021,43,45,0,88,48.86363636,51.13636364,0,-6.571146245,6.571146245,0
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,ILLINOIS,2022,47,41,0,88,53.40909091,46.59090909,0,4.545454545,-4.545454545,0
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,ILLINOIS,2023,58,49,0,108,53.7037037,45.37037037,0,0.294612795,-1.220538721,0
SOUTHERN METHODIST UNIVERSITY,TEXAS,2017,100,100,0,200,50,50,0,NA,NA,NA
SOUTHERN METHODIST UNIVERSITY,TEXAS,2018,89,106,0,195,45.64102564,54.35897436,0,-4.358974359,4.358974359,0
SOUTHERN METHODIST UNIVERSITY,TEXAS,2019,115,146,0,261,44.06130268,55.93869732,0,-1.579722959,1.579722959,0
SOUTHERN METHODIST UNIVERSITY,TEXAS,2020,97,103,1,201,48.25870647,51.24378109,0.497512438,4.197403786,-4.694916223,0.497512438
SOUTHERN METHODIST UNIVERSITY,TEXAS,2021,93,122,0,215,43.25581395,56.74418605,0,-5.002892514,5.500404952,-0.497512438
SOUTHERN METHODIST UNIVERSITY,TEXAS,2022,92,126,0,218,42.20183486,57.79816514,0,-1.053979091,1.053979091,0
SOUTHERN METHODIST UNIVERSITY,TEXAS,2023,82,102,0,184,44.56521739,55.43478261,0,2.363382529,-2.363382529,0
SOUTHERN UNIVERSITY,LOUISIANA,2017,101,150,0,251,40.23904382,59.76095618,0,NA,NA,NA
SOUTHERN UNIVERSITY,LOUISIANA,2018,106,133,0,239,44.35146444,55.64853556,0,4.11242061,-4.11242061,0
SOUTHERN UNIVERSITY,LOUISIANA,2019,80,156,0,236,33.89830508,66.10169492,0,-10.45315935,10.45315935,0
SOUTHERN UNIVERSITY,LOUISIANA,2020,131,214,1,346,37.86127168,61.84971098,0.289017341,3.962966592,-4.251983933,0.289017341
SOUTHERN UNIVERSITY,LOUISIANA,2021,136,194,2,332,40.96385542,58.43373494,0.602409639,3.102583745,-3.415976043,0.313392298
SOUTHERN UNIVERSITY,LOUISIANA,2022,116,192,1,309,37.54045307,62.13592233,0.323624595,-3.423402347,3.70218739,-0.278785043
SOUTHERN UNIVERSITY,LOUISIANA,2023,98,131,0,258,37.98449612,50.7751938,0,0.44404305,-11.36072853,-0.323624595
SOUTHWESTERN LAW SCHOOL,CALIFORNIA,2017,153,203,0,356,42.97752809,57.02247191,0,NA,NA,NA
SOUTHWESTERN LAW SCHOOL,CALIFORNIA,2018,126,144,1,271,46.49446494,53.13653137,0.36900369,3.516936855,-3.885940545,0.36900369
SOUTHWESTERN LAW SCHOOL,CALIFORNIA,2019,138,190,0,328,42.07317073,57.92682927,0,-4.421294213,4.790297903,-0.36900369
SOUTHWESTERN LAW SCHOOL,CALIFORNIA,2020,125,194,0,319,39.18495298,60.81504702,0,-2.888217754,2.888217754,0
SOUTHWESTERN LAW SCHOOL,CALIFORNIA,2021,159,201,4,364,43.68131868,55.21978022,1.098901099,4.496365703,-5.595266802,1.098901099
SOUTHWESTERN LAW SCHOOL,CALIFORNIA,2022,132,211,0,343,38.48396501,61.51603499,0,-5.197353667,6.296254766,-1.098901099
SOUTHWESTERN LAW SCHOOL,CALIFORNIA,2023,131,203,3,338,38.75739645,60.0591716,0.887573964,0.273431435,-1.456863388,0.887573964
ST. JOHN'S UNIVERSITY,NEW YORK,2017,136,112,0,248,54.83870968,45.16129032,0,NA,NA,NA
ST. JOHN'S UNIVERSITY,NEW YORK,2018,110,122,0,232,47.4137931,52.5862069,0,-7.424916574,7.424916574,0
ST. JOHN'S UNIVERSITY,NEW YORK,2019,99,144,0,243,40.74074074,59.25925926,0,-6.673052363,6.673052363,0
ST. JOHN'S UNIVERSITY,NEW YORK,2020,125,112,0,237,52.74261603,47.25738397,0,12.00187529,-12.00187529,0
ST. JOHN'S UNIVERSITY,NEW YORK,2021,125,140,0,265,47.16981132,52.83018868,0,-5.572804713,5.572804713,0
ST. JOHN'S UNIVERSITY,NEW YORK,2022,105,131,0,236,44.49152542,55.50847458,0,-2.678285897,2.678285897,0
ST. JOHN'S UNIVERSITY,NEW YORK,2023,127,132,0,260,48.84615385,50.76923077,0,4.354628422,-4.739243807,0
ST. MARY'S UNIVERSITY,TEXAS,2017,163,157,0,320,50.9375,49.0625,0,NA,NA,NA
ST. MARY'S UNIVERSITY,TEXAS,2018,133,138,0,271,49.07749077,50.92250923,0,-1.860009225,1.860009225,0
ST. MARY'S UNIVERSITY,TEXAS,2019,121,165,0,286,42.30769231,57.69230769,0,-6.769798467,6.769798467,0
ST. MARY'S UNIVERSITY,TEXAS,2020,119,142,0,261,45.59386973,54.40613027,0,3.286177424,-3.286177424,0
ST. MARY'S UNIVERSITY,TEXAS,2021,126,165,0,291,43.29896907,56.70103093,0,-2.29490066,2.29490066,0
ST. MARY'S UNIVERSITY,TEXAS,2022,130,168,0,298,43.62416107,56.37583893,0,0.325192002,-0.325192002,0
ST. MARY'S UNIVERSITY,TEXAS,2023,119,172,1,292,40.75342466,58.90410959,0.342465753,-2.870736416,2.528270663,0.342465753
ST. THOMAS UNIVERSITY (FLORIDA),FLORIDA,2017,88,122,0,210,41.9047619,58.0952381,0,NA,NA,NA
ST. THOMAS UNIVERSITY (FLORIDA),FLORIDA,2018,61,118,0,179,34.07821229,65.92178771,0,-7.826549614,7.826549614,0
ST. THOMAS UNIVERSITY (FLORIDA),FLORIDA,2019,93,136,0,229,40.61135371,59.38864629,0,6.533141421,-6.533141421,0
ST. THOMAS UNIVERSITY (FLORIDA),FLORIDA,2020,92,153,0,245,37.55102041,62.44897959,0,-3.060333304,3.060333304,0
ST. THOMAS UNIVERSITY (FLORIDA),FLORIDA,2021,144,157,0,301,47.84053156,52.15946844,0,10.28951115,-10.28951115,0
ST. THOMAS UNIVERSITY (FLORIDA),FLORIDA,2022,110,126,0,236,46.61016949,53.38983051,0,-1.23036207,1.23036207,0
ST. THOMAS UNIVERSITY (FLORIDA),FLORIDA,2023,91,161,0,252,36.11111111,63.88888889,0,-10.49905838,10.49905838,0
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",MINNESOTA,2017,69,82,0,151,45.69536424,54.30463576,0,NA,NA,NA
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",MINNESOTA,2018,65,79,0,144,45.13888889,54.86111111,0,-0.55647535,0.55647535,0
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",MINNESOTA,2019,61,89,0,150,40.66666667,59.33333333,0,-4.472222222,4.472222222,0
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",MINNESOTA,2020,56,94,0,150,37.33333333,62.66666667,0,-3.333333333,3.333333333,0
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",MINNESOTA,2021,61,94,1,156,39.1025641,60.25641026,0.641025641,1.769230769,-2.41025641,0.641025641
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",MINNESOTA,2022,52,95,0,147,35.37414966,64.62585034,0,-3.728414443,4.369440084,-0.641025641
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",MINNESOTA,2023,65,85,0,151,43.04635762,56.29139073,0,7.672207956,-8.334459612,0
STANFORD UNIVERSITY,CALIFORNIA,2017,93,78,0,171,54.38596491,45.61403509,0,NA,NA,NA
STANFORD UNIVERSITY,CALIFORNIA,2018,84,83,0,167,50.2994012,49.7005988,0,-4.086563715,4.086563715,0
STANFORD UNIVERSITY,CALIFORNIA,2019,74,95,2,171,43.2748538,55.55555556,1.169590643,-7.024547396,5.854956753,1.169590643
STANFORD UNIVERSITY,CALIFORNIA,2020,80,82,0,162,49.38271605,50.61728395,0,6.107862248,-4.938271605,-1.169590643
STANFORD UNIVERSITY,CALIFORNIA,2021,88,84,3,175,50.28571429,48,1.714285714,0.902998236,-2.617283951,1.714285714
STANFORD UNIVERSITY,CALIFORNIA,2022,75,91,1,167,44.91017964,54.49101796,0.598802395,-5.375534645,6.491017964,-1.115483319
STANFORD UNIVERSITY,CALIFORNIA,2023,62,90,2,154,40.25974026,58.44155844,1.298701299,-4.650439381,3.950540477,0.699898903
STETSON UNIVERSITY,FLORIDA,2017,215,217,0,432,49.76851852,50.23148148,0,NA,NA,NA
STETSON UNIVERSITY,FLORIDA,2018,125,158,0,283,44.16961131,55.83038869,0,-5.598907211,5.598907211,0
STETSON UNIVERSITY,FLORIDA,2019,136,152,0,288,47.22222222,52.77777778,0,3.052610915,-3.052610915,0
STETSON UNIVERSITY,FLORIDA,2020,137,166,0,303,45.21452145,54.78547855,0,-2.00770077,2.00770077,0
STETSON UNIVERSITY,FLORIDA,2021,138,180,1,319,43.26018809,56.42633229,0.313479624,-1.954333364,1.640853741,0.313479624
STETSON UNIVERSITY,FLORIDA,2022,138,152,0,290,47.5862069,52.4137931,0,4.326018809,-4.012539185,-0.313479624
STETSON UNIVERSITY,FLORIDA,2023,113,181,0,295,38.30508475,61.3559322,0,-9.281122151,8.9421391,0
SUFFOLK UNIVERSITY,MASSACHUSETTS,2017,185,213,1,399,46.36591479,53.38345865,0.250626566,NA,NA,NA
SUFFOLK UNIVERSITY,MASSACHUSETTS,2018,169,179,0,348,48.56321839,51.43678161,0,2.197303604,-1.946677037,-0.250626566
SUFFOLK UNIVERSITY,MASSACHUSETTS,2019,155,185,1,341,45.45454545,54.25219941,0.293255132,-3.108672936,2.815417804,0.293255132
SUFFOLK UNIVERSITY,MASSACHUSETTS,2020,133,249,0,382,34.81675393,65.18324607,0,-10.63779153,10.93104666,-0.293255132
SUFFOLK UNIVERSITY,MASSACHUSETTS,2021,143,287,3,433,33.02540416,66.2817552,0.692840647,-1.79134977,1.098509123,0.692840647
SUFFOLK UNIVERSITY,MASSACHUSETTS,2022,149,265,0,414,35.99033816,64.00966184,0,2.964934007,-2.272093361,-0.692840647
SUFFOLK UNIVERSITY,MASSACHUSETTS,2023,140,224,3,369,37.9403794,60.70460705,0.81300813,1.95004124,-3.30505479,0.81300813
SYRACUSE UNIVERSITY,NEW YORK,2017,103,92,0,195,52.82051282,47.17948718,0,NA,NA,NA
SYRACUSE UNIVERSITY,NEW YORK,2018,76,102,0,178,42.69662921,57.30337079,0,-10.12388361,10.12388361,0
SYRACUSE UNIVERSITY,NEW YORK,2019,128,129,0,257,49.80544747,50.19455253,0,7.108818257,-7.108818257,0
SYRACUSE UNIVERSITY,NEW YORK,2020,127,126,0,253,50.19762846,49.80237154,0,0.392180988,-0.392180988,0
SYRACUSE UNIVERSITY,NEW YORK,2021,128,163,0,291,43.9862543,56.0137457,0,-6.211374163,6.211374163,0
SYRACUSE UNIVERSITY,NEW YORK,2022,118,170,3,292,40.4109589,58.21917808,1.02739726,-3.575295391,2.205432378,1.02739726
SYRACUSE UNIVERSITY,NEW YORK,2023,122,178,0,300,40.66666667,59.33333333,0,0.255707763,1.114155251,-1.02739726
TEMPLE UNIVERSITY,PENNSYLVANIA,2017,123,134,1,258,47.6744186,51.9379845,0.387596899,NA,NA,NA
TEMPLE UNIVERSITY,PENNSYLVANIA,2018,99,118,0,217,45.62211982,54.37788018,0,-2.052298789,2.439895688,-0.387596899
TEMPLE UNIVERSITY,PENNSYLVANIA,2019,116,112,2,230,50.43478261,48.69565217,0.869565217,4.812662793,-5.68222801,0.869565217
TEMPLE UNIVERSITY,PENNSYLVANIA,2020,109,103,2,214,50.93457944,48.13084112,0.934579439,0.499796831,-0.564811052,0.065014222
TEMPLE UNIVERSITY,PENNSYLVANIA,2021,105,108,4,217,48.38709677,49.76958525,1.843317972,-2.547482665,1.638744132,0.908738533
TEMPLE UNIVERSITY,PENNSYLVANIA,2022,92,97,2,192,47.91666667,50.52083333,1.041666667,-0.470430108,0.75124808,-0.801651306
TEMPLE UNIVERSITY,PENNSYLVANIA,2023,100,95,4,201,49.75124378,47.26368159,1.990049751,1.834577114,-3.257151741,0.948383085
"TENNESSEE, UNIVERSITY OF",TENNESSEE,2017,59,59,0,118,50,50,0,NA,NA,NA
"TENNESSEE, UNIVERSITY OF",TENNESSEE,2018,60,59,0,119,50.42016807,49.57983193,0,0.420168067,-0.420168067,0
"TENNESSEE, UNIVERSITY OF",TENNESSEE,2019,61,63,1,125,48.8,50.4,0.8,-1.620168067,0.820168067,0.8
"TENNESSEE, UNIVERSITY OF",TENNESSEE,2020,67,50,0,117,57.26495726,42.73504274,0,8.464957265,-7.664957265,-0.8
"TENNESSEE, UNIVERSITY OF",TENNESSEE,2021,61,58,2,121,50.41322314,47.9338843,1.652892562,-6.851734124,5.198841562,1.652892562
"TENNESSEE, UNIVERSITY OF",TENNESSEE,2022,64,65,0,131,48.85496183,49.61832061,0,-1.558261308,1.684436313,-1.652892562
"TENNESSEE, UNIVERSITY OF",TENNESSEE,2023,64,69,0,133,48.12030075,51.87969925,0,-0.73466108,2.261378637,0
TEXAS A&M UNIVERSITY,TEXAS,2017,71,69,0,140,50.71428571,49.28571429,0,NA,NA,NA
TEXAS A&M UNIVERSITY,TEXAS,2018,69,108,0,177,38.98305085,61.01694915,0,-11.73123487,11.73123487,0
TEXAS A&M UNIVERSITY,TEXAS,2019,73,94,1,168,43.45238095,55.95238095,0.595238095,4.469330105,-5.0645682,0.595238095
TEXAS A&M UNIVERSITY,TEXAS,2020,74,86,0,160,46.25,53.75,0,2.797619048,-2.202380952,-0.595238095
TEXAS A&M UNIVERSITY,TEXAS,2021,76,93,0,169,44.9704142,55.0295858,0,-1.279585799,1.279585799,0
TEXAS A&M UNIVERSITY,TEXAS,2022,64,56,0,120,53.33333333,46.66666667,0,8.362919132,-8.362919132,0
TEXAS A&M UNIVERSITY,TEXAS,2023,61,70,0,132,46.21212121,53.03030303,0,-7.121212121,6.363636364,0
"TEXAS AT AUSTIN, UNIVERSITY OF",TEXAS,2017,148,143,0,291,50.85910653,49.14089347,0,NA,NA,NA
"TEXAS AT AUSTIN, UNIVERSITY OF",TEXAS,2018,198,169,0,367,53.95095368,46.04904632,0,3.091847149,-3.091847149,0
"TEXAS AT AUSTIN, UNIVERSITY OF",TEXAS,2019,139,126,0,265,52.45283019,47.54716981,0,-1.49812349,1.49812349,0
"TEXAS AT AUSTIN, UNIVERSITY OF",TEXAS,2020,147,136,0,283,51.9434629,48.0565371,0,-0.509367291,0.509367291,0
"TEXAS AT AUSTIN, UNIVERSITY OF",TEXAS,2021,166,228,0,394,42.1319797,57.8680203,0,-9.811483202,9.811483202,0
"TEXAS AT AUSTIN, UNIVERSITY OF",TEXAS,2022,126,140,0,266,47.36842105,52.63157895,0,5.236441357,-5.236441357,0
"TEXAS AT AUSTIN, UNIVERSITY OF",TEXAS,2023,123,118,0,241,51.0373444,48.9626556,0,3.668923346,-3.668923346,0
TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW,NA,2017,98,156,0,254,38.58267717,61.41732283,0,NA,NA,NA
TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW,NA,2018,73,125,0,198,36.86868687,63.13131313,0,-1.713990297,1.713990297,0
TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW,NA,2019,69,126,0,195,35.38461538,64.61538462,0,-1.484071484,1.484071484,0
TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW,NA,2020,72,113,0,185,38.91891892,61.08108108,0,3.534303534,-3.534303534,0
TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW,NA,2021,84,123,0,207,40.57971014,59.42028986,0,1.660791226,-1.660791226,0
TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW,NA,2022,82,128,0,210,39.04761905,60.95238095,0,-1.532091097,1.532091097,0
TEXAS SOUTHERN UNIVERSITY THURGOOD MARSHALL SCHOOL OF LAW,NA,2023,72,129,0,201,35.82089552,64.17910448,0,-3.226723525,3.226723525,0
TEXAS TECH UNIVERSITY,TEXAS,2017,83,56,0,139,59.71223022,40.28776978,0,NA,NA,NA
TEXAS TECH UNIVERSITY,TEXAS,2018,79,62,0,141,56.02836879,43.97163121,0,-3.683861422,3.683861422,0
TEXAS TECH UNIVERSITY,TEXAS,2019,72,72,0,144,50,50,0,-6.028368794,6.028368794,0
TEXAS TECH UNIVERSITY,TEXAS,2020,84,71,0,155,54.19354839,45.80645161,0,4.193548387,-4.193548387,0
TEXAS TECH UNIVERSITY,TEXAS,2021,69,86,0,155,44.51612903,55.48387097,0,-9.677419355,9.677419355,0
TEXAS TECH UNIVERSITY,TEXAS,2022,58,91,0,149,38.9261745,61.0738255,0,-5.589954536,5.589954536,0
TEXAS TECH UNIVERSITY,TEXAS,2023,72,80,0,152,47.36842105,52.63157895,0,8.442246556,-8.442246556,0
"TOLEDO, UNIVERSITY OF",OHIO,2017,54,48,0,102,52.94117647,47.05882353,0,NA,NA,NA
"TOLEDO, UNIVERSITY OF",OHIO,2018,39,61,0,100,39,61,0,-13.94117647,13.94117647,0
"TOLEDO, UNIVERSITY OF",OHIO,2019,46,54,0,100,46,54,0,7,-7,0
"TOLEDO, UNIVERSITY OF",OHIO,2020,48,73,0,121,39.66942149,60.33057851,0,-6.330578512,6.330578512,0
"TOLEDO, UNIVERSITY OF",OHIO,2021,83,73,0,156,53.20512821,46.79487179,0,13.53570672,-13.53570672,0
"TOLEDO, UNIVERSITY OF",OHIO,2022,39,54,0,93,41.93548387,58.06451613,0,-11.26964433,11.26964433,0
"TOLEDO, UNIVERSITY OF",OHIO,2023,49,58,1,108,45.37037037,53.7037037,0.925925926,3.434886499,-4.360812425,0.925925926
TOURO UNIVERSITY,NEW YORK,2017,81,80,0,161,50.31055901,49.68944099,0,NA,NA,NA
TOURO UNIVERSITY,NEW YORK,2018,116,95,0,211,54.97630332,45.02369668,0,4.665744311,-4.665744311,0
TOURO UNIVERSITY,NEW YORK,2019,79,106,0,185,42.7027027,57.2972973,0,-12.27360061,12.27360061,0
TOURO UNIVERSITY,NEW YORK,2020,109,91,0,200,54.5,45.5,0,11.7972973,-11.7972973,0
TOURO UNIVERSITY,NEW YORK,2021,100,116,0,216,46.2962963,53.7037037,0,-8.203703704,8.203703704,0
TOURO UNIVERSITY,NEW YORK,2022,101,90,0,191,52.87958115,47.12041885,0,6.583284856,-6.583284856,0
TOURO UNIVERSITY,NEW YORK,2023,87,88,0,175,49.71428571,50.28571429,0,-3.165295438,3.165295438,0
TULANE UNIVERSITY,LOUISIANA,2017,87,111,0,198,43.93939394,56.06060606,0,NA,NA,NA
TULANE UNIVERSITY,LOUISIANA,2018,87,116,0,203,42.85714286,57.14285714,0,-1.082251082,1.082251082,0
TULANE UNIVERSITY,LOUISIANA,2019,88,116,0,204,43.1372549,56.8627451,0,0.280112045,-0.280112045,0
TULANE UNIVERSITY,LOUISIANA,2020,102,104,0,206,49.51456311,50.48543689,0,6.377308205,-6.377308205,0
TULANE UNIVERSITY,LOUISIANA,2021,90,119,0,209,43.06220096,56.93779904,0,-6.45236215,6.45236215,0
TULANE UNIVERSITY,LOUISIANA,2022,89,108,0,197,45.17766497,54.82233503,0,2.115464018,-2.115464018,0
TULANE UNIVERSITY,LOUISIANA,2023,74,98,0,181,40.8839779,54.14364641,0,-4.293687074,-0.678688617,0
"TULSA, UNIVERSITY OF",OKLAHOMA,2017,55,42,0,97,56.70103093,43.29896907,0,NA,NA,NA
"TULSA, UNIVERSITY OF",OKLAHOMA,2018,52,45,0,97,53.60824742,46.39175258,0,-3.092783505,3.092783505,0
"TULSA, UNIVERSITY OF",OKLAHOMA,2019,56,69,0,125,44.8,55.2,0,-8.808247423,8.808247423,0
"TULSA, UNIVERSITY OF",OKLAHOMA,2020,61,66,0,127,48.03149606,51.96850394,0,3.231496063,-3.231496063,0
"TULSA, UNIVERSITY OF",OKLAHOMA,2021,61,61,0,122,50,50,0,1.968503937,-1.968503937,0
"TULSA, UNIVERSITY OF",OKLAHOMA,2022,66,62,0,128,51.5625,48.4375,0,1.5625,-1.5625,0
"TULSA, UNIVERSITY OF",OKLAHOMA,2023,38,39,0,77,49.35064935,50.64935065,0,-2.211850649,2.211850649,0
UNIVERSITY OF BUFFALO-SUNY,NEW YORK,2017,59,77,0,136,43.38235294,56.61764706,0,NA,NA,NA
UNIVERSITY OF BUFFALO-SUNY,NEW YORK,2018,61,69,1,131,46.5648855,52.67175573,0.763358779,3.182532555,-3.945891334,0.763358779
UNIVERSITY OF BUFFALO-SUNY,NEW YORK,2019,67,65,0,132,50.75757576,49.24242424,0,4.192690261,-3.429331483,-0.763358779
UNIVERSITY OF BUFFALO-SUNY,NEW YORK,2020,66,86,0,152,43.42105263,56.57894737,0,-7.336523126,7.336523126,0
UNIVERSITY OF BUFFALO-SUNY,NEW YORK,2021,59,87,0,146,40.4109589,59.5890411,0,-3.010093727,3.010093727,0
UNIVERSITY OF BUFFALO-SUNY,NEW YORK,2022,59,75,0,134,44.02985075,55.97014925,0,3.618891842,-3.618891842,0
UNIVERSITY OF BUFFALO-SUNY,NEW YORK,2023,55,71,3,129,42.63565891,55.03875969,2.325581395,-1.394191832,-0.931389564,2.325581395
"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",CALIFORNIA,2017,135,152,1,288,46.875,52.77777778,0.347222222,NA,NA,NA
"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",CALIFORNIA,2018,115,172,0,287,40.06968641,59.93031359,0,-6.805313589,7.152535811,-0.347222222
"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",CALIFORNIA,2019,129,195,1,325,39.69230769,60,0.307692308,-0.377378719,0.069686411,0.307692308
"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",CALIFORNIA,2020,133,216,3,352,37.78409091,61.36363636,0.852272727,-1.908216783,1.363636364,0.54458042
"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",CALIFORNIA,2021,160,220,3,383,41.77545692,57.44125326,0.783289817,3.99136601,-3.9223831,-0.06898291
"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",CALIFORNIA,2022,149,223,4,376,39.62765957,59.30851064,1.063829787,-2.147797345,1.867257375,0.28053997
"UNIVERSITY OF CALIFORNIA COLLEGE OF THE LAW, SAN FRANCISCO",CALIFORNIA,2023,142,209,3,354,40.11299435,59.03954802,0.847457627,0.485334776,-0.268962616,-0.21637216
UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,ILLINOIS,2017,143,175,6,324,44.13580247,54.01234568,1.851851852,NA,NA,NA
UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,ILLINOIS,2018,150,215,7,372,40.32258065,57.79569892,1.88172043,-3.813221824,3.783353246,0.029868578
UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,ILLINOIS,2019,130,219,9,358,36.31284916,61.17318436,2.51396648,-4.009731483,3.377485433,0.63224605
UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,ILLINOIS,2020,151,201,1,353,42.77620397,56.94050992,0.283286119,6.463354804,-4.232674443,-2.230680361
UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,ILLINOIS,2021,140,227,7,374,37.43315508,60.69518717,1.871657754,-5.343048886,3.754677251,1.588371635
UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,ILLINOIS,2022,133,205,0,354,37.57062147,57.90960452,0,0.137466389,-2.785582646,-1.871657754
UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,ILLINOIS,2023,132,216,0,364,36.26373626,59.34065934,0,-1.306885205,1.431054821,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,MASSACHUSETTS,2017,48,46,0,94,51.06382979,48.93617021,0,NA,NA,NA
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,MASSACHUSETTS,2018,45,53,0,98,45.91836735,54.08163265,0,-5.14546244,5.14546244,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,MASSACHUSETTS,2019,54,56,0,110,49.09090909,50.90909091,0,3.172541744,-3.172541744,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,MASSACHUSETTS,2020,63,89,0,152,41.44736842,58.55263158,0,-7.64354067,7.64354067,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,MASSACHUSETTS,2021,57,73,0,130,43.84615385,56.15384615,0,2.398785425,-2.398785425,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,MASSACHUSETTS,2022,40,73,0,113,35.39823009,64.60176991,0,-8.447923758,8.447923758,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,MASSACHUSETTS,2023,40,67,0,107,37.38317757,62.61682243,0,1.984947482,-1.984947482,0
