School.List,State,Year,FT.Male,FT.Female,FT.AGI,FT.Total,fac_percent_men,fac_percent_women,fac_percent_agi,fac_men_change,fac_women_change,fac_agi_change
"AKRON, UNIVERSITY OF",OHIO,2017,46,26,0,72,63.88888889,36.11111111,0,NA,NA,NA
"AKRON, UNIVERSITY OF",OHIO,2018,45,28,0,73,61.64383562,38.35616438,0,-2.245053272,2.245053272,0
"AKRON, UNIVERSITY OF",OHIO,2019,37,28,0,65,56.92307692,43.07692308,0,-4.720758693,4.720758693,0
"AKRON, UNIVERSITY OF",OHIO,2020,40,28,0,68,58.82352941,41.17647059,0,1.900452489,-1.900452489,0
"AKRON, UNIVERSITY OF",OHIO,2021,39,24,0,63,61.9047619,38.0952381,0,3.081232493,-3.081232493,0
"AKRON, UNIVERSITY OF",OHIO,2022,37,20,0,57,64.9122807,35.0877193,0,3.007518797,-3.007518797,0
"AKRON, UNIVERSITY OF",OHIO,2023,39,31,0,70,55.71428571,44.28571429,0,-9.197994987,9.197994987,0
"ALABAMA, UNIVERSITY OF",ALABAMA,2017,74,29,0,103,71.84466019,28.15533981,0,NA,NA,NA
"ALABAMA, UNIVERSITY OF",ALABAMA,2018,70,33,0,103,67.96116505,32.03883495,0,-3.883495146,3.883495146,0
"ALABAMA, UNIVERSITY OF",ALABAMA,2019,68,33,0,101,67.32673267,32.67326733,0,-0.634432375,0.634432375,0
"ALABAMA, UNIVERSITY OF",ALABAMA,2020,69,34,0,103,66.99029126,33.00970874,0,-0.336441411,0.336441411,0
"ALABAMA, UNIVERSITY OF",ALABAMA,2021,66,29,0,95,69.47368421,30.52631579,0,2.483392948,-2.483392948,0
"ALABAMA, UNIVERSITY OF",ALABAMA,2022,63,33,0,96,65.625,34.375,0,-3.848684211,3.848684211,0
"ALABAMA, UNIVERSITY OF",ALABAMA,2023,62,35,0,97,63.91752577,36.08247423,0,-1.707474227,1.707474227,0
ALBANY LAW SCHOOL,NEW YORK,2017,49,35,0,84,58.33333333,41.66666667,0,NA,NA,NA
ALBANY LAW SCHOOL,NEW YORK,2018,42,31,0,73,57.53424658,42.46575342,0,-0.799086758,0.799086758,0
ALBANY LAW SCHOOL,NEW YORK,2019,53,41,0,94,56.38297872,43.61702128,0,-1.151267852,1.151267852,0
ALBANY LAW SCHOOL,NEW YORK,2020,48,39,0,87,55.17241379,44.82758621,0,-1.21056493,1.21056493,0
ALBANY LAW SCHOOL,NEW YORK,2021,48,35,0,83,57.8313253,42.1686747,0,2.658911508,-2.658911508,0
ALBANY LAW SCHOOL,NEW YORK,2022,50,40,1,91,54.94505495,43.95604396,1.098901099,-2.886270356,1.787369257,1.098901099
ALBANY LAW SCHOOL,NEW YORK,2023,49,49,0,99,49.49494949,49.49494949,0,-5.45010545,5.538905539,-1.098901099
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2017,225,165,0,390,57.69230769,42.30769231,0,NA,NA,NA
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2018,221,145,0,366,60.38251366,39.61748634,0,2.690205969,-2.690205969,0
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2019,177,137,0,314,56.36942675,43.63057325,0,-4.01308691,4.01308691,0
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2020,156,140,0,296,52.7027027,47.2972973,0,-3.666724049,3.666724049,0
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2021,152,138,0,290,52.4137931,47.5862069,0,-0.288909599,0.288909599,0
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2022,126,133,0,259,48.64864865,51.35135135,0,-3.765144455,3.765144455,0
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2023,152,141,0,293,51.87713311,48.12286689,0,3.228484457,-3.228484457,0
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2017,13,7,0,20,65,35,0,NA,NA,NA
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2018,15,6,0,21,71.42857143,28.57142857,0,6.428571429,-6.428571429,0
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2019,16,7,0,23,69.56521739,30.43478261,0,-1.863354037,1.863354037,0
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2020,17,9,0,26,65.38461538,34.61538462,0,-4.180602007,4.180602007,0
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2021,17,10,0,27,62.96296296,37.03703704,0,-2.421652422,2.421652422,0
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2022,14,7,3,24,58.33333333,29.16666667,12.5,-4.62962963,-7.87037037,12.5
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2023,16,9,0,25,64,36,0,5.666666667,6.833333333,-12.5
ARIZONA STATE UNIVERSITY,ARIZONA,2017,125,59,0,184,67.93478261,32.06521739,0,NA,NA,NA
ARIZONA STATE UNIVERSITY,ARIZONA,2018,142,66,0,208,68.26923077,31.73076923,0,0.334448161,-0.334448161,0
ARIZONA STATE UNIVERSITY,ARIZONA,2019,141,64,0,205,68.7804878,31.2195122,0,0.511257036,-0.511257036,0
ARIZONA STATE UNIVERSITY,ARIZONA,2020,126,63,0,189,66.66666667,33.33333333,0,-2.113821138,2.113821138,0
ARIZONA STATE UNIVERSITY,ARIZONA,2021,141,68,0,209,67.46411483,32.53588517,0,0.797448166,-0.797448166,0
ARIZONA STATE UNIVERSITY,ARIZONA,2022,149,68,0,217,68.66359447,31.33640553,0,1.199479638,-1.199479638,0
ARIZONA STATE UNIVERSITY,ARIZONA,2023,156,77,0,233,66.9527897,33.0472103,0,-1.71080477,1.71080477,0
"ARIZONA, UNIVERSITY OF",ARIZONA,2017,93,74,0,167,55.68862275,44.31137725,0,NA,NA,NA
"ARIZONA, UNIVERSITY OF",ARIZONA,2018,95,60,0,155,61.29032258,38.70967742,0,5.601699826,-5.601699826,0
"ARIZONA, UNIVERSITY OF",ARIZONA,2019,77,62,0,139,55.39568345,44.60431655,0,-5.894639127,5.894639127,0
"ARIZONA, UNIVERSITY OF",ARIZONA,2020,91,72,0,163,55.82822086,44.17177914,0,0.432537406,-0.432537406,0
"ARIZONA, UNIVERSITY OF",ARIZONA,2021,76,73,0,149,51.00671141,48.99328859,0,-4.821509449,4.821509449,0
"ARIZONA, UNIVERSITY OF",ARIZONA,2022,83,73,0,156,53.20512821,46.79487179,0,2.198416796,-2.198416796,0
"ARIZONA, UNIVERSITY OF",ARIZONA,2023,90,79,0,169,53.25443787,46.74556213,0,0.049309665,-0.049309665,0
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2017,45,40,0,85,52.94117647,47.05882353,0,NA,NA,NA
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2018,46,34,0,80,57.5,42.5,0,4.558823529,-4.558823529,0
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2019,41,33,0,74,55.40540541,44.59459459,0,-2.094594595,2.094594595,0
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2020,41,28,0,69,59.42028986,40.57971014,0,4.01488445,-4.01488445,0
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2021,36,28,0,64,56.25,43.75,0,-3.170289855,3.170289855,0
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2022,32,30,0,62,51.61290323,48.38709677,0,-4.637096774,4.637096774,0
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2023,35,37,0,72,48.61111111,51.38888889,0,-3.001792115,3.001792115,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2017,53,46,0,99,53.53535354,46.46464646,0,NA,NA,NA
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2018,60,47,0,107,56.07476636,43.92523364,0,2.53941282,-2.53941282,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2019,43,47,0,90,47.77777778,52.22222222,0,-8.296988577,8.296988577,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2020,52,40,0,92,56.52173913,43.47826087,0,8.743961353,-8.743961353,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2021,46,41,0,87,52.87356322,47.12643678,0,-3.648175912,3.648175912,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2022,46,41,0,87,52.87356322,47.12643678,0,0,0,0
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2023,58,46,0,104,55.76923077,44.23076923,0,2.895667551,-2.895667551,0
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2017,44,47,0,91,48.35164835,51.64835165,0,NA,NA,NA
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2018,30,29,0,59,50.84745763,49.15254237,0,2.495809275,-2.495809275,0
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2019,25,26,0,51,49.01960784,50.98039216,0,-1.827849784,1.827849784,0
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2020,17,18,0,35,48.57142857,51.42857143,0,-0.448179272,0.448179272,0
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2021,15,19,0,34,44.11764706,55.88235294,0,-4.453781513,4.453781513,0
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2022,17,18,0,35,48.57142857,51.42857143,0,4.453781513,-4.453781513,0
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2023,16,19,0,35,45.71428571,54.28571429,0,-2.857142857,2.857142857,0
AVE MARIA SCHOOL OF LAW,FLORIDA,2017,31,15,0,46,67.39130435,32.60869565,0,NA,NA,NA
AVE MARIA SCHOOL OF LAW,FLORIDA,2018,28,13,0,41,68.29268293,31.70731707,0,0.901378579,-0.901378579,0
AVE MARIA SCHOOL OF LAW,FLORIDA,2019,26,15,0,41,63.41463415,36.58536585,0,-4.87804878,4.87804878,0
AVE MARIA SCHOOL OF LAW,FLORIDA,2020,23,15,0,38,60.52631579,39.47368421,0,-2.888318357,2.888318357,0
AVE MARIA SCHOOL OF LAW,FLORIDA,2021,21,15,0,36,58.33333333,41.66666667,0,-2.192982456,2.192982456,0
AVE MARIA SCHOOL OF LAW,FLORIDA,2022,20,13,0,33,60.60606061,39.39393939,0,2.272727273,-2.272727273,0
AVE MARIA SCHOOL OF LAW,FLORIDA,2023,24,17,0,41,58.53658537,41.46341463,0,-2.06947524,2.06947524,0
"BALTIMORE, UNIVERSITY OF",MARYLAND,2017,88,72,0,160,55,45,0,NA,NA,NA
"BALTIMORE, UNIVERSITY OF",MARYLAND,2018,89,65,0,154,57.79220779,42.20779221,0,2.792207792,-2.792207792,0
"BALTIMORE, UNIVERSITY OF",MARYLAND,2019,76,58,0,134,56.71641791,43.28358209,0,-1.075789882,1.075789882,0
"BALTIMORE, UNIVERSITY OF",MARYLAND,2020,80,59,0,139,57.55395683,42.44604317,0,0.837538924,-0.837538924,0
"BALTIMORE, UNIVERSITY OF",MARYLAND,2021,84,60,0,144,58.33333333,41.66666667,0,0.779376499,-0.779376499,0
"BALTIMORE, UNIVERSITY OF",MARYLAND,2022,91,70,0,161,56.52173913,43.47826087,0,-1.811594203,1.811594203,0
"BALTIMORE, UNIVERSITY OF",MARYLAND,2023,84,75,0,163,51.53374233,46.01226994,0,-4.987996799,2.534009069,0
BARRY UNIVERSITY,FLORIDA,2017,52,34,0,86,60.46511628,39.53488372,0,NA,NA,NA
BARRY UNIVERSITY,FLORIDA,2018,50,33,0,83,60.24096386,39.75903614,0,-0.224152424,0.224152424,0
BARRY UNIVERSITY,FLORIDA,2019,45,36,0,81,55.55555556,44.44444444,0,-4.6854083,4.6854083,0
BARRY UNIVERSITY,FLORIDA,2020,42,35,0,79,53.16455696,44.30379747,0,-2.390998594,-0.140646976,0
BARRY UNIVERSITY,FLORIDA,2021,40,28,0,68,58.82352941,41.17647059,0,5.65897245,-3.12732688,0
BARRY UNIVERSITY,FLORIDA,2022,37,32,0,69,53.62318841,46.37681159,0,-5.200341006,5.200341006,0
BARRY UNIVERSITY,FLORIDA,2023,33,34,0,67,49.25373134,50.74626866,0,-4.369457063,4.369457063,0
BAYLOR UNIVERSITY,TEXAS,2017,61,21,0,82,74.3902439,25.6097561,0,NA,NA,NA
BAYLOR UNIVERSITY,TEXAS,2018,60,24,0,84,71.42857143,28.57142857,0,-2.961672474,2.961672474,0
BAYLOR UNIVERSITY,TEXAS,2019,93,45,0,138,67.39130435,32.60869565,0,-4.037267081,4.037267081,0
BAYLOR UNIVERSITY,TEXAS,2020,91,45,0,136,66.91176471,33.08823529,0,-0.479539642,0.479539642,0
BAYLOR UNIVERSITY,TEXAS,2021,109,49,0,158,68.98734177,31.01265823,0,2.075577066,-2.075577066,0
BAYLOR UNIVERSITY,TEXAS,2022,118,58,0,176,67.04545455,32.95454545,0,-1.941887227,1.941887227,0
BAYLOR UNIVERSITY,TEXAS,2023,111,72,0,183,60.6557377,39.3442623,0,-6.389716841,6.389716841,0
BELMONT UNIVERSITY,TENNESSEE,2017,27,16,0,43,62.79069767,37.20930233,0,NA,NA,NA
BELMONT UNIVERSITY,TENNESSEE,2018,26,14,0,40,65,35,0,2.209302326,-2.209302326,0
BELMONT UNIVERSITY,TENNESSEE,2019,25,15,0,40,62.5,37.5,0,-2.5,2.5,0
BELMONT UNIVERSITY,TENNESSEE,2020,33,16,0,49,67.34693878,32.65306122,0,4.846938776,-4.846938776,0
BELMONT UNIVERSITY,TENNESSEE,2021,29,13,0,42,69.04761905,30.95238095,0,1.700680272,-1.700680272,0
BELMONT UNIVERSITY,TENNESSEE,2022,37,17,0,54,68.51851852,31.48148148,0,-0.529100529,0.529100529,0
BELMONT UNIVERSITY,TENNESSEE,2023,32,18,0,50,64,36,0,-4.518518519,4.518518519,0
BOSTON COLLEGE,MASSACHUSETTS,2017,81,57,0,138,58.69565217,41.30434783,0,NA,NA,NA
BOSTON COLLEGE,MASSACHUSETTS,2018,74,54,0,128,57.8125,42.1875,0,-0.883152174,0.883152174,0
BOSTON COLLEGE,MASSACHUSETTS,2019,79,70,0,149,53.02013423,46.97986577,0,-4.792365772,4.792365772,0
BOSTON COLLEGE,MASSACHUSETTS,2020,80,74,0,154,51.94805195,48.05194805,0,-1.07208228,1.07208228,0
BOSTON COLLEGE,MASSACHUSETTS,2021,75,67,0,142,52.81690141,47.18309859,0,0.86884946,-0.86884946,0
BOSTON COLLEGE,MASSACHUSETTS,2022,86,90,0,177,48.58757062,50.84745763,0,-4.229330787,3.664359036,0
BOSTON COLLEGE,MASSACHUSETTS,2023,124,89,0,213,58.21596244,41.78403756,0,9.62839182,-9.063420068,0
BOSTON UNIVERSITY,MASSACHUSETTS,2017,164,84,0,248,66.12903226,33.87096774,0,NA,NA,NA
BOSTON UNIVERSITY,MASSACHUSETTS,2018,127,71,0,198,64.14141414,35.85858586,0,-1.987618117,1.987618117,0
BOSTON UNIVERSITY,MASSACHUSETTS,2019,130,81,0,211,61.61137441,38.38862559,0,-2.530039734,2.530039734,0
BOSTON UNIVERSITY,MASSACHUSETTS,2020,128,93,0,221,57.91855204,42.08144796,0,-3.692822371,3.692822371,0
BOSTON UNIVERSITY,MASSACHUSETTS,2021,120,88,2,210,57.14285714,41.9047619,0.952380952,-0.775694893,-0.176686059,0.952380952
BOSTON UNIVERSITY,MASSACHUSETTS,2022,107,88,0,196,54.59183673,44.89795918,0,-2.551020408,2.993197279,-0.952380952
BOSTON UNIVERSITY,MASSACHUSETTS,2023,126,86,0,213,59.15492958,40.37558685,0,4.563092843,-4.522372329,0
BRIGHAM YOUNG UNIVERSITY,UTAH,2017,75,27,0,102,73.52941176,26.47058824,0,NA,NA,NA
BRIGHAM YOUNG UNIVERSITY,UTAH,2018,63,25,0,88,71.59090909,28.40909091,0,-1.938502674,1.938502674,0
BRIGHAM YOUNG UNIVERSITY,UTAH,2019,66,28,0,94,70.21276596,29.78723404,0,-1.378143133,1.378143133,0
BRIGHAM YOUNG UNIVERSITY,UTAH,2020,58,29,0,87,66.66666667,33.33333333,0,-3.546099291,3.546099291,0
BRIGHAM YOUNG UNIVERSITY,UTAH,2021,55,32,0,87,63.2183908,36.7816092,0,-3.448275862,3.448275862,0
BRIGHAM YOUNG UNIVERSITY,UTAH,2022,59,32,0,91,64.83516484,35.16483516,0,1.616774031,-1.616774031,0
BRIGHAM YOUNG UNIVERSITY,UTAH,2023,68,33,0,101,67.32673267,32.67326733,0,2.491567838,-2.491567838,0
BROOKLYN LAW SCHOOL,NEW YORK,2017,141,93,0,234,60.25641026,39.74358974,0,NA,NA,NA
BROOKLYN LAW SCHOOL,NEW YORK,2018,148,82,0,230,64.34782609,35.65217391,0,4.091415831,-4.091415831,0
BROOKLYN LAW SCHOOL,NEW YORK,2019,127,84,0,211,60.18957346,39.81042654,0,-4.158252627,4.158252627,0
BROOKLYN LAW SCHOOL,NEW YORK,2020,118,81,0,199,59.29648241,40.70351759,0,-0.893091048,0.893091048,0
BROOKLYN LAW SCHOOL,NEW YORK,2021,116,79,0,195,59.48717949,40.51282051,0,0.190697075,-0.190697075,0
BROOKLYN LAW SCHOOL,NEW YORK,2022,126,80,4,210,60,38.0952381,1.904761905,0.512820513,-2.417582418,1.904761905
BROOKLYN LAW SCHOOL,NEW YORK,2023,135,81,0,219,61.64383562,36.98630137,0,1.643835616,-1.108936725,-1.904761905
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2017,68,53,0,121,56.19834711,43.80165289,0,NA,NA,NA
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2018,66,53,0,119,55.46218487,44.53781513,0,-0.736162233,0.736162233,0
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2019,59,55,0,114,51.75438596,48.24561404,0,-3.707798909,3.707798909,0
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2020,59,54,0,113,52.21238938,47.78761062,0,0.458003416,-0.458003416,0
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2021,58,54,0,112,51.78571429,48.21428571,0,-0.426675095,0.426675095,0
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2022,59,53,0,112,52.67857143,47.32142857,0,0.892857143,-0.892857143,0
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2023,56,51,0,107,52.3364486,47.6635514,0,-0.34212283,0.34212283,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2017,177,129,0,306,57.84313725,42.15686275,0,NA,NA,NA
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2018,162,113,0,275,58.90909091,41.09090909,0,1.065953654,-1.065953654,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2019,170,120,1,291,58.41924399,41.2371134,0.343642612,-0.489846923,0.146204311,0.343642612
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2020,183,119,0,302,60.59602649,39.40397351,0,2.176782504,-1.833139892,-0.343642612
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2021,153,131,0,284,53.87323944,46.12676056,0,-6.722787053,6.722787053,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2022,177,172,0,349,50.71633238,49.28366762,0,-3.156907058,3.156907058,0
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2023,175,163,0,338,51.77514793,48.22485207,0,1.058815551,-1.058815551,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2017,64,47,0,111,57.65765766,42.34234234,0,NA,NA,NA
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2018,54,43,0,97,55.67010309,44.32989691,0,-1.987554565,1.987554565,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2019,71,50,0,121,58.67768595,41.32231405,0,3.007582858,-3.007582858,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2020,66,52,0,118,55.93220339,44.06779661,0,-2.745482561,2.745482561,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2021,62,53,0,115,53.91304348,46.08695652,0,-2.019159912,2.019159912,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2022,63,58,0,121,52.0661157,47.9338843,0,-1.846927776,1.846927776,0
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2023,56,46,0,102,54.90196078,45.09803922,0,2.835845082,-2.835845082,0
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2017,67,50,0,117,57.26495726,42.73504274,0,NA,NA,NA
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2018,61,58,0,119,51.2605042,48.7394958,0,-6.004453063,6.004453063,0
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2019,60,70,0,130,46.15384615,53.84615385,0,-5.106658048,5.106658048,0
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2020,79,79,1,159,49.68553459,49.68553459,0.628930818,3.531688437,-4.160619255,0.628930818
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2021,73,69,1,143,51.04895105,48.25174825,0.699300699,1.363416458,-1.433786339,0.070369882
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2022,73,70,2,145,50.34482759,48.27586207,1.379310345,-0.704123463,0.024113817,0.680009646
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2023,63,62,1,133,47.36842105,46.61654135,0.751879699,-2.976406534,-1.659320716,-0.627430646
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2017,115,89,0,204,56.37254902,43.62745098,0,NA,NA,NA
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2018,120,101,0,221,54.29864253,45.70135747,0,-2.073906486,2.073906486,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2019,120,93,0,213,56.33802817,43.66197183,0,2.039385635,-2.039385635,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2020,116,85,0,201,57.71144279,42.28855721,0,1.373414617,-1.373414617,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2021,113,84,0,197,57.36040609,42.63959391,0,-0.351036695,0.351036695,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2022,129,85,0,214,60.28037383,39.71962617,0,2.91996774,-2.91996774,0
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2023,144,105,0,255,56.47058824,41.17647059,0,-3.809785596,1.45684442,0
CAMPBELL UNIVERSITY,NORTH CAROLINA,2017,52,32,0,84,61.9047619,38.0952381,0,NA,NA,NA
CAMPBELL UNIVERSITY,NORTH CAROLINA,2018,61,29,0,90,67.77777778,32.22222222,0,5.873015873,-5.873015873,0
CAMPBELL UNIVERSITY,NORTH CAROLINA,2019,65,35,0,100,65,35,0,-2.777777778,2.777777778,0
CAMPBELL UNIVERSITY,NORTH CAROLINA,2020,63,42,0,105,60,40,0,-5,5,0
CAMPBELL UNIVERSITY,NORTH CAROLINA,2021,60,46,0,106,56.60377358,43.39622642,0,-3.396226415,3.396226415,0
CAMPBELL UNIVERSITY,NORTH CAROLINA,2022,54,43,0,97,55.67010309,44.32989691,0,-0.933670492,0.933670492,0
CAMPBELL UNIVERSITY,NORTH CAROLINA,2023,56,56,0,112,50,50,0,-5.670103093,5.670103093,0
CAPITAL UNIVERSITY,OHIO,2017,55,22,0,77,71.42857143,28.57142857,0,NA,NA,NA
CAPITAL UNIVERSITY,OHIO,2018,56,27,0,83,67.46987952,32.53012048,0,-3.95869191,3.95869191,0
CAPITAL UNIVERSITY,OHIO,2019,52,24,0,76,68.42105263,31.57894737,0,0.951173114,-0.951173114,0
CAPITAL UNIVERSITY,OHIO,2020,53,24,0,77,68.83116883,31.16883117,0,0.4101162,-0.4101162,0
CAPITAL UNIVERSITY,OHIO,2021,52,26,0,78,66.66666667,33.33333333,0,-2.164502165,2.164502165,0
CAPITAL UNIVERSITY,OHIO,2022,52,27,0,79,65.82278481,34.17721519,0,-0.843881857,0.843881857,0
CAPITAL UNIVERSITY,OHIO,2023,53,24,0,77,68.83116883,31.16883117,0,3.008384021,-3.008384021,0
CARDOZO SCHOOL OF LAW,NEW YORK,2017,134,92,0,226,59.2920354,40.7079646,0,NA,NA,NA
CARDOZO SCHOOL OF LAW,NEW YORK,2018,155,114,0,269,57.62081784,42.37918216,0,-1.671217554,1.671217554,0
CARDOZO SCHOOL OF LAW,NEW YORK,2019,197,138,0,335,58.80597015,41.19402985,0,1.185152305,-1.185152305,0
CARDOZO SCHOOL OF LAW,NEW YORK,2020,200,148,0,348,57.47126437,42.52873563,0,-1.334705781,1.334705781,0
CARDOZO SCHOOL OF LAW,NEW YORK,2021,166,131,0,297,55.89225589,44.10774411,0,-1.579008476,1.579008476,0
CARDOZO SCHOOL OF LAW,NEW YORK,2022,166,146,0,312,53.20512821,46.79487179,0,-2.687127687,2.687127687,0
CARDOZO SCHOOL OF LAW,NEW YORK,2023,168,140,0,311,54.0192926,45.01607717,0,0.814164399,-1.778794624,0
CASE WESTERN RESERVE UNIVERSITY,OHIO,2017,68,28,0,96,70.83333333,29.16666667,0,NA,NA,NA
CASE WESTERN RESERVE UNIVERSITY,OHIO,2018,68,27,0,95,71.57894737,28.42105263,0,0.745614035,-0.745614035,0
CASE WESTERN RESERVE UNIVERSITY,OHIO,2019,72,23,0,95,75.78947368,24.21052632,0,4.210526316,-4.210526316,0
CASE WESTERN RESERVE UNIVERSITY,OHIO,2020,76,27,0,103,73.78640777,26.21359223,0,-2.003065917,2.003065917,0
CASE WESTERN RESERVE UNIVERSITY,OHIO,2021,72,30,0,102,70.58823529,29.41176471,0,-3.198172473,3.198172473,0
CASE WESTERN RESERVE UNIVERSITY,OHIO,2022,75,39,0,114,65.78947368,34.21052632,0,-4.79876161,4.79876161,0
CASE WESTERN RESERVE UNIVERSITY,OHIO,2023,83,40,0,124,66.93548387,32.25806452,0,1.146010187,-1.9524618,0
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2017,75,36,0,111,67.56756757,32.43243243,0,NA,NA,NA
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2018,59,40,0,99,59.5959596,40.4040404,0,-7.971607972,7.971607972,0
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2019,67,30,0,97,69.07216495,30.92783505,0,9.476205352,-9.476205352,0
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2020,59,31,0,90,65.55555556,34.44444444,0,-3.516609393,3.516609393,0
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2021,58,28,0,86,67.44186047,32.55813953,0,1.88630491,-1.88630491,0
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2022,60,39,0,99,60.60606061,39.39393939,0,-6.835799859,6.835799859,0
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2023,71,43,0,114,62.28070175,37.71929825,0,1.674641148,-1.674641148,0
CHAPMAN UNIVERSITY,CALIFORNIA,2017,82,36,0,118,69.49152542,30.50847458,0,NA,NA,NA
CHAPMAN UNIVERSITY,CALIFORNIA,2018,67,43,0,110,60.90909091,39.09090909,0,-8.582434515,8.582434515,0
CHAPMAN UNIVERSITY,CALIFORNIA,2019,68,50,0,118,57.62711864,42.37288136,0,-3.281972265,3.281972265,0
